ITEM_ID,TITLE,PRICE,DOMAIN_ID,BRAND
MLB2170631939,Smart Tv Philips 7000 Series 55pug7406/78 Led Android 10 4k 55  110v/240v,2459.0,MLB-TELEVISIONS,Philips
MLB3455447162,Smart Tv Aoc Led 43 Full Hd Wi-fi Usb Hdmi Roku 43s5135/78g,1549.0,MLB-TELEVISIONS,AOC
MLB2777228325,Smart Tv Samsung Lh65beahvggxzd Led Tizen 4k 65  110v/220v,3499.0,MLB-TELEVISIONS,Samsung
MLB3349369216,Smart Tv LG Ai Thinq 43uq751c0sf Led 4k43 100v/240v,1799.0,MLB-TELEVISIONS,LG
MLB3302075853,Smart Tv LG Ai Thinq 50uq801c0sb Led 4k 50  100v/240v,2299.0,MLB-TELEVISIONS,LG
MLB2836718255,Smart Tv Philips 7000 Series 50pug7406/78 Led Android 10 4k 50  110v/240v,2177.01,MLB-TELEVISIONS,Philips
MLB3306523047,Smart Tv LG 32lq621cbsb .awz Led Webos Hd 32  100v/240v,1179.0,MLB-TELEVISIONS,LG
MLB3055597451,Tv Philco Ptv32a21dfh Led,865.7,MLB-TELEVISIONS,Philco
MLB3660398218,"Smart Tv 43  Britania Btv43e3aagssgblf Led Full Hd (1920 X 1080) 43 Dolby Audio, Chromecast Built In, Com Netflix, Globoplay, Youtube, Prime Video - 110v/220v",1449.0,MLB-TELEVISIONS,Britânia
MLB2918331180,Smart Tv Philips 6900 Series 43pfg6917/78 Led Android 10 Full Hd 43  110v/240v,1634.15,MLB-TELEVISIONS,Philips
MLB3669738070,Smart Tv Philco Ptv43g50sn Dled Full Hd 43  110v/220v,1484.01,MLB-TELEVISIONS,Philco
MLB3737559028,Smart Tv 50'' 4k Uhd 50cu7700 2023 Preta Samsung ,2399.0,MLB-TELEVISIONS,Samsung
MLB3381961000,Tv Philco Ptv32t10edp Led Hd 32  100v/220v,939.0,MLB-TELEVISIONS,Philco
MLB2916070420,Smart Tv LG 55uq801c0sb Lcd 4k 55  100v/240v,2270.1,MLB-TELEVISIONS,LG
MLB3436452878,Smart Tv Semp 32r6500 Led Roku Os Hd 32  110v/220v,1139.0,MLB-TELEVISIONS,Semp
MLB3713206128,Smart Tv Toshiba 50c350kb Dled Vidaa 4k 50  100v/240v,1899.0,MLB-TELEVISIONS,Toshiba
MLB3840036382,Smart Tv Philco Smart Tv Series Ptv42g52rcf Led Roku Os Full Hd 42  110v/220v,1480.0,MLB-TELEVISIONS,Philco
MLB3386997105,Tv Smart LG 32'' Hd 32lq620 Wifi Bluetooth Hdr Thinqai Compatível Com Smart Magic Google Alexa 100v/240v,1195.08,MLB-TELEVISIONS,LG
MLB3245194661,Smart Tv Philco Ptv32g70rch Led Roku Os Hd 32  110v/220v,1029.0,MLB-TELEVISIONS,Philco
MLB3339953217,Smart Tv 32'' Ptv32g7pr2csblh Roku Led Philco Bivolt,1059.77,MLB-TELEVISIONS,Philco
MLB3559294472,Smart Tv 50 4k 50uq7950psb Wi-fi Google Alexa LG Bivolt,3999.0,MLB-TELEVISIONS,LG
MLB3299403517,Smart Tv Philco Ptv40g65rch Led Roku Os Full Hd 40  110v/220v,1439.0,MLB-TELEVISIONS,Philco
MLB3846095740,Kit Barras Led Para Tv Un32fh4205g Un32fh5205g 9 Leds,54.99,MLB-TV_REPLACEMENT_BACKLIGHT_LED_STRIPS,Genérica
MLB3859775126,Smart Tv Philco 40'' Ptv40g7er2cpblf Roku Usb Hdmi Led Dolby Audio,1449.0,MLB-TELEVISIONS,Philco
MLB3291602579,Smart Tv Toshiba 43v35kb Dled Vidaa Full Hd 43  100v/240v,1543.93,MLB-TELEVISIONS,Toshiba
MLB3327239691,Tv Multilaser Tl037 Dled Hd 24  110v/220v,582.51,MLB-TELEVISIONS,Multilaser
MLB2897313048,Smart Tv Samsung Un50au7700gxzd Led Tizen 4k 50  100v/240v,3399.0,MLB-TELEVISIONS,Samsung
MLB2062599818,Smart Tv Multilaser Tl027 Led Linux Full Hd 43  110v/220v,1789.0,MLB-TELEVISIONS,Multilaser
MLB2965238071,Smart Tv Multilaser Tl026 Led Hd 32  110v/220v,939.0,MLB-TELEVISIONS,Multilaser
MLB2836524175,Smart Tv LG Ai Thinq 43lm631c0sb Led Webos Full Hd 43  100v/240v,1799.0,MLB-TELEVISIONS,LG
MLB3722198250,Smart Tv Multilaser Tl042 Dled Android 11 Hd 32  100v/220v,949.0,MLB-TELEVISIONS,Multilaser
MLB3855259910,Smart Tv 43'' 4k 43uq7500 Google Assistente Alexa LG Bivolt,2168.3,MLB-TELEVISIONS,LG
MLB3525816068,Smart Tv Philco Ptv24g50sn Dled Hd 24  110v/220v,899.25,MLB-TELEVISIONS,Philco
MLB3395372161,Smart Tv Multilaser Dled 40 Fullhd Android Usb Wifi Tl045,1299.0,MLB-TELEVISIONS,Multilaser
MLB2759581844,Smart Tv Tcl S61-series 32s615 Led Android Pie Hd 32  100v/240v,1150.39,MLB-TELEVISIONS,TCL
MLB2690284266,Tv Portátil Tomate Mtm-1410 Led Hd 14  100v/240v,492.48,MLB-TELEVISIONS,Tomate
MLB3669222662,Smart Tv Samsung Un58cu7700gxzd Tizen 4k 58  100v/240v,2899.0,MLB-TELEVISIONS,Samsung
MLB3344956051,Tv Portátil Tomate Mtm-909 Led Hd 9  110v/220v,404.0,MLB-TELEVISIONS,Tomate
MLB2796159946,Smart Tv Samsung Lh50beahvggxzd Led Tizen 4k 50  110v/220v,2399.0,MLB-TELEVISIONS,Samsung
MLB2927329373,Smart Tv Aiwa 43 Full Hd Hdr10 Dolby Áudio Aws-tv-43-bl-01,1682.9,MLB-TELEVISIONS,Aiwa
MLB2864244766,Smart Tv LG 60'' 4k Ultra Bt Hdr Thinq Smart Magic 60uq8050,3699.0,MLB-TELEVISIONS,LG
MLB3079974386,Smart Tv Tcl P635-series 50p635 Led 4k 50  100v/240v,2275.97,MLB-TELEVISIONS,TCL
MLB3254061969,Android Tv Led 43  Tcl S615 Full Hd Com Google Assistant,1715.93,MLB-TELEVISIONS,TCL
MLB3111609505,Smart Tv Philco Ptv50g10ag11sk Dled Android Tv 4k 50  110v/220v,2203.95,MLB-TELEVISIONS,Philco
MLB3797587916,Smart Tv 43 4k Uhd Thinq Ai 43ur7800 Hdr 10 Pro LG Bivolt,1899.0,MLB-TELEVISIONS,LG
MLB3641969768,Barramento Led Un55nu7100 Un55ru7100 Un55nu7300,85.0,MLB-TV_REPLACEMENT_BACKLIGHT_LED_STRIPS,Genérica
MLB2131267240,Smart Tv Samsung Lh55beahvggxzd Led Tizen 4k 55  110v/220v,2579.0,MLB-TELEVISIONS,Samsung
MLB3356096933,Smart Tv Roku Led Hd 32'' Wi-fi 3 Hdmi 1 Usb 32s5195/78g Aoc,1166.24,MLB-TELEVISIONS,AOC
